cliente;cpf_cnpj;uf;porte_do_cliente;natureza_do_cliente;setor_cnae;data_da_contratacao;valor_desembolsado_reais;juros;prazo_amortizacao_meses;situacao_da_operacao
CIMENTEC - COM. DE CIMENTO LTDA;**.*01.393/0001-**; TO;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2009-01-13;276390,0;4,4;60;LIQUIDADA
AGOTRAN - AGOSTINETO TRANSP DE CEREIAIS LTDA;**.*52.841/0001-**; PR;GRANDE;PRIVADA;COMERCIO E SERVICOS;2010-03-01;226400,0;7,0;57;LIQUIDADA
ENVELOPLAS ENVELOPES E EMBALAGENS LTDA - ME;**.*73.674/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2017-10-10;40000,0;12,5;21;LIQUIDADA
LIMA E GONCALVES DE OLIVEIRA LTDA;**.*30.048/0001-**; MT;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2018-05-10;33600,0;12,67;21;LIQUIDADA
TOMBINI & CIA. LTDA.;**.*09.088/0001-**; SC;GRANDE;PRIVADA;COMERCIO E SERVICOS;2023-09-27;4250000,0;2,94;54;ATIVA
PESSOA DE LIMA & FERREIRA INC LTDA;**.*38.513/0001-**; PB;MICRO;PRIVADA;COMERCIO E SERVICOS;2014-03-07;111600,0;6,0;54;LIQUIDADA
BIOQUIMA INDUSTRIAS ALIMENTICIAS LTDA;**.*55.970/0001-**; MG;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2019-10-02;98000,0;8,01;54;LIQUIDADA
ONALDO PERES DE CARVALHO;**.*59.494/0001-**; GO;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-11-21;66150,0;4,9;57;LIQUIDADA
BANCO BRADESCO S.A.;**.*46.948/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-06-01;60000,0;8,75;60;LIQUIDADA
SILVAN COMERCIO DE MADEIRAS LTDA ME;**.*00.031/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-10-19;73010,0;4,0;54;LIQUIDADA
PRAIA GRANDE TRANSPORTES LTDA;**.*26.732/0001-**; BA;GRANDE;PRIVADA;COMERCIO E SERVICOS;2011-08-11;285600,0;2,6;33;LIQUIDADA
TIPO COPIAS LTDA - ME;**.*99.872/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2009-12-30;55000,0;8,74;24;LIQUIDADA
L. A. PEREIRA SANTOS - ME;**.*35.144/0001-**; TO;MICRO;PRIVADA;COMERCIO E SERVICOS;2014-06-26;151200,0;6,0;72;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; MS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-11-16;30740,0;8,75;60;LIQUIDADA
DORALICE APARECIDA MOCELIN;**.*64.359/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2025-10-29;100000,0;21,8;36;ATIVA
NUTRIPLAN INDUSTRIA E COMERCIO S.A.;**.*75.511/0001-**; PR;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2021-10-28;356000,0;4,15;42;LIQUIDADA
BANCO COOPERATIVO SICREDI S.A.;**.*81.521/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2005-10-26;35049,0;8,75;60;LIQUIDADA
APOIO CAR AUTO SOCORRO LOCACOES LTDA ME;**.*19.872/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2014-07-01;90000,0;6,0;54;LIQUIDADA
COMERCIAL IVAIPORA LTDA;**.*74.423/0001-**; PR;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2008-11-21;227788,0;2,0;33;LIQUIDADA
LEANDRO AMADORI;**.*21.205/0001-**; PR;PEQUENA;PRIVADA;AGROPECUÁRIA E PESCA;2020-10-20;100000,0;11,35;33;LIQUIDADA
TRANSPORTES TCHITCHO LTDA ME;**.*87.210/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-11-26;292500,0;2,5;69;LIQUIDADA
ALTIVIR JOSE BUSS ME;**.*16.186/0001-**; PR;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2014-09-19;99000,0;4,5;48;LIQUIDADA
UNILINK TRANSPORTES INTEGRADOS LTDA;**.*09.865/0001-**; CE;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2011-11-04;546000,0;3,9;54;LIQUIDADA
GIDION TRANSPORTE E TURISMO LTDA;**.*04.295/0001-**; SC;GRANDE;PRIVADA;COMERCIO E SERVICOS;2016-05-13;25620,0;6,3;60;LIQUIDADA
CONSTRUTORA LUIZ COSTA LTDA;**.*79.059/0001-**; RN;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2012-03-13;236250,0;3,9;30;LIQUIDADA
BILU DO QUEIJO TRANSPORTES DE FRIOS LTDA;**.*44.150/0001-**; SE;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2014-01-03;122400,0;4,0;45;LIQUIDADA
PEREGRINO INDUSTRIA DE CONFECCOES LTDA;**.*86.055/0001-**; PR;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-08-15;110000,0;2,58;30;LIQUIDADA
AGROPECUARIA SALLES LEITE LTDA.;**.*99.164/0001-**; SP;MÉDIA;PRIVADA;AGROPECUÁRIA E PESCA;2022-05-11;151120,0;3,5;54;ATIVA
COMERCIO DE COUROS NUNES LTDA;**.*12.092/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-06-06;136500,0;3,09;57;LIQUIDADA
ZEQUIEL DAS CHAGAS 06301201965;**.*61.650/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2021-02-24;3000,0;10,22;36;LIQUIDADA
BRDF - EMPREENDIMENTOS, COMERCIO E PARTICIPACOES LTDA;**.*25.904/0001-**; SP;PEQUENA;PRIVADA;AGROPECUÁRIA E PESCA;2013-12-06;94000,0;3,5;72;LIQUIDADA
SIMOES & FERREIRA LTDA ME;**.*56.762/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-11-17;25500,0;4,5;54;LIQUIDADA
FRANCISCO VALDECI SOARES DE FREITAS;**.*99.247/0001-**; CE;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-06-01;116000,0;10,0;90;LIQUIDADA
GARBOSA MOVEIS LTDA;**.*87.095/0001-**; RJ;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2002-12-26;45200,0;9,12;36;LIQUIDADA
RFR COMERCIO E RECICLAGEM DE METAIS LTDA;**.*00.026/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2011-06-29;45600,0;4,7;33;LIQUIDADA
PAULINO BRATFISCH;**.*91.399/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-04-14;42000,0;4,9;57;LIQUIDADA
COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA;**.*01.771/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2008-02-12;6000,0;2,0;48;LIQUIDADA
DEVITO ALIMENTOS LTDA;**.*94.198/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2017-08-25;108000,0;6,1;33;LIQUIDADA
MATERIAL DE CONSTRUCAO E & A SPERANDIO LTDA;**.*25.297/0001-**; ES;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2014-01-07;110000,0;4,0;114;LIQUIDADA
VERSA ENGENHARIA AMBIENTAL LTDA;**.*73.536/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2006-12-06;28350,0;5,2;24;LIQUIDADA
MICROGAL BENEFICIAMENTO DE METAL LTDA;**.*46.981/0001-**; SP;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2007-12-04;29800,0;4,61;54;LIQUIDADA
NET FAST LTDA;**.*32.688/0001-**; PI;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2020-07-01;160000,0;9,25;48;LIQUIDADA
CLEITON GASPERIN EIRELI;**.*56.850/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2019-08-12;2000,0;2,92;60;LIQUIDADA
LUIZ FRANCISCO ANTUNES DE LIMA E CIA LTDA;**.*26.828/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2010-08-17;68000,0;8,0;45;LIQUIDADA
INFEMAC - IND. E COM. DE MOVEIS LTDA - ME;**.*35.475/0001-**; PR;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2013-04-12;100000,0;4,3;24;LIQUIDADA
KMX AGRONEGOCIO LTDA;**.*68.049/0001-**; MA;MÉDIA;PRIVADA;AGROPECUÁRIA E PESCA;2021-06-23;576000,0;7,5;72;ATIVA
REGINERALDO JESUS AVEIRO;**.*75.401/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2002-10-25;54900,0;5,0;42;LIQUIDADA
R RAMOS MIGUINS;**.*65.598/0001-**; AM;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-10-21;16285,0;5,9;45;LIQUIDADA
VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A;**.*73.000/0001-**; MG;GRANDE;PRIVADA;COMERCIO E SERVICOS;2016-05-25;252252,0;3,5;54;LIQUIDADA
A R DA SILVA EPP;**.*29.558/0001-**; PA;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2014-06-27;250444,0;6,0;57;LIQUIDADA
EMCASA EMPRESA CAMPINENSE DE SACOS LTDA;**.*04.697/0001-**; PB;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2018-08-07;4420000,0;6,78;54;LIQUIDADA
COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA;**.*01.771/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2008-12-05;5000,0;1,0;36;LIQUIDADA
3D DIAGNOSTICO POR IMAGEM LTDA;**.*39.293/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2021-03-10;300000,0;15,22;57;LIQUIDADA
HUMBERTO TEODORO DE ANDRADE CUNHA;**.*14.156/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-09-09;1800,0;3,0;0;LIQUIDADA
SG CONSTRUCOES LTDA;**.*51.719/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2013-12-06;195000,0;3,5;45;LIQUIDADA
CIPALAM INDUSTRIA E COMERCIO DE LAMINADOS LTDA;**.*43.259/0001-**; MG;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2014-11-13;499831,0;6,0;12;LIQUIDADA
CITRICOLA SUPER CITRUS LTDA;**.*35.197/0001-**; RJ;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2016-06-16;217600,0;4,6;57;LIQUIDADA
VIRC - COMERCIO E TRANSPORTES LTDA;**.*23.466/0001-**; ES;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2014-01-14;320000,0;4,0;33;LIQUIDADA
TRANSARAUJO TRANSPORTES LTDA;**.*12.937/0001-**; RJ;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-07-15;305000,0;4,5;57;LIQUIDADA
SUPERMERCADO BAHAMAS S/A;**.*45.613/0001-**; MG;GRANDE;PRIVADA;COMERCIO E SERVICOS;2006-11-22;29160,0;4,7;45;LIQUIDADA
LAVA CARRO BRASIL LTDA;**.*81.464/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2025-09-17;85000,0;21,8;36;ATIVA
EUROSOM EIRELI;**.*24.812/0001-**; PE;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2018-11-16;11926,0;7,5;54;LIQUIDADA
J.T. COTA MATERIAIS DE CONSTRUCAO LTDA;**.*69.923/0001-**; RJ;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2014-07-01;166491,0;6,0;114;LIQUIDADA
IGREJINHA AREIA BRANCA PROD SIDER LTDA;**.*65.488/0001-**; RJ;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-10-27;204200,0;8,0;57;LIQUIDADA
V. NIEHUES & CIA LTDA - EP;**.*55.369/0001-**; PR;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2013-04-09;152000,0;3,0;57;LIQUIDADA
TRANSPORTES LUPEL LTDA;**.*59.244/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-05-29;189000,0;3,0;114;LIQUIDADA
VIACAO BERTIOGA LTDA;**.*00.834/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2002-01-28;70752,0;3,5;30;LIQUIDADA
MOREIRA & PIETREK LTDA;**.*02.362/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2016-03-14;69685,0;3,6;42;LIQUIDADA
ESPECIARYA INDUSTRIA E COMERCIO LTDA;**.*22.398/0001-**; AL;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2011-08-15;36000,0;6,5;24;LIQUIDADA
MW PROJETOS E CONSTRUCOES LTDA;**.*18.284/0001-**; GO;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2009-04-28;86500,0;6,9;60;LIQUIDADA
MANIVA INDUSTRIA DE ALIMENTOS LTDA;**.*99.158/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2009-10-23;211800,0;7,0;54;LIQUIDADA
XODO LOCACOES LTDA;**.*78.398/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2025-02-24;1090000,0;20,68;48;ATIVA
TRANSPORTES PEDRAS COLINAS LTDA;**.*07.731/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-07-03;99400,0;3,0;33;LIQUIDADA
PANIFICADORA PAULISTA ITABERAI LTDA;**.*48.737/0001-**; GO;MICRO;PRIVADA;COMERCIO E SERVICOS;2018-10-09;62000,0;12,58;21;LIQUIDADA
ARAPLAC INDUSTRIA E COMERCIO DE MOVEIS LTDA;**.*15.606/0001-**; PR;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2004-06-03;225000,0;4,0;48;LIQUIDADA
VANDA APARECIDA LUCATELLI ZACHARIAS EPP;**.*75.396/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2014-04-28;28000,0;6,0;45;LIQUIDADA
ARCOS COMERCIO IMPORTACAO LTDA;**.*67.255/0001-**; MG;GRANDE;PRIVADA;COMERCIO E SERVICOS;2011-06-29;71600,0;7,5;57;LIQUIDADA
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S/A;**.*45.829/0001-**; ES;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2009-09-28;8466,0;2,0;72;LIQUIDADA
DRESTE CONSTRUTORA LIMITADA;**.*38.373/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2012-09-27;455600,0;2,5;21;LIQUIDADA
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S/A;**.*45.829/0001-**; ES;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2002-12-23;15000,0;4,0;60;LIQUIDADA
D BRUMATTE - AUTO SOCORRO;**.*59.531/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-11-13;55920,0;4,0;57;LIQUIDADA
ITAMAR DOS SANTOS MAZINA;**.*21.320/0001-**; MS;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-11-22;139920,0;6,5;57;LIQUIDADA
J.D.O.MACHADO;**.*84.244/0001-**; MA;MICRO;PRIVADA;COMERCIO E SERVICOS;2014-11-18;122400,0;6,0;57;LIQUIDADA
JSL S.A.;**.*48.435/0001-**; ES;GRANDE;PRIVADA;COMERCIO E SERVICOS;2009-12-11;625000,0;7,0;66;LIQUIDADA
HELMUT TESSMANN IND E COM DE OLEOS VEGETAIS LTDA;**.*97.617/0001-**; RS;MÉDIA;PRIVADA;AGROPECUÁRIA E PESCA;2004-08-03;52000,0;3,0;60;LIQUIDADA
BANCO COOPERATIVO SICREDI S.A.;**.*81.521/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2007-11-08;2807,0;2,0;60;LIQUIDADA
IRMAOS SCHEFFER LTDA ME;**.*61.105/0001-**; SC;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2010-05-10;5000,0;1,46;0;LIQUIDADA
DRAGA ANDRADE LTDA;**.*01.791/0001-**; MG;MICRO;PRIVADA;INDUSTRIA EXTRATIVA;2015-06-16;213499,0;7,0;57;LIQUIDADA
USINA PETRIBU SA;**.*45.075/0001-**; PE;GRANDE;PRIVADA;AGROPECUÁRIA E PESCA;2017-08-25;148514,0;10,5;54;LIQUIDADA
TRANSPORTADORA MORAES E SILVEIRA LTDA;**.*51.317/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2026-06-05;;12,24;48;ATIVA
COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA;**.*01.771/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2008-11-24;5300,0;1,0;60;LIQUIDADA
FENTO ENGENHARIA LTDA.;**.*72.527/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2020-05-28;215000,0;9,15;48;LIQUIDADA
CLECIA ALMEIDA ME;**.*29.481/0001-**; SE;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-07-07;46320,0;3,08;57;LIQUIDADA
GNOATTO E GNOATTO LTDA;**.*37.143/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2009-06-04;70000,0;4,8;57;LIQUIDADA
RIMA INDUSTRIAL S/A;**.*79.158/0001-**; MG;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2010-06-04;50557,0;4,5;48;LIQUIDADA
TRANSPORTES PARANAPUAN SA;**.*97.187/0001-**; RJ;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2009-09-18;1040000,0;7,0;60;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2005-08-31;1000,0;8,75;12;LIQUIDADA
PIONEIRO DISTRIBUIDORA DE PRODUTOS AGROPECUARIOS LTDA M;**.*23.593/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2014-06-26;9450,0;6,0;57;LIQUIDADA
ZORTRAN LOCACOES E SERVICOS LTDA;**.*98.140/0001-**; ES;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-07-19;57000,0;3,9;45;LIQUIDADA
UNIAO AGROINDUSTRIAL LTDA;**.*50.075/0001-**; MT;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2013-05-29;342000,0;3,0;72;LIQUIDADA
FTR TRANSPORTE RODOVIARIO LTDA. - EPP;**.*35.044/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-07-16;197200,0;3,0;54;LIQUIDADA
LUIZ V. C. DE OLIVEIRA;**.*19.809/0001-**; RS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2022-04-19;100000,0;5,05;33;LIQUIDADA
TECNOPOCOS LTDA;**.*23.450/0001-**; PI;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2009-12-09;155000,0;7,0;57;LIQUIDADA
STEINBRAUCH IND. E COMERCIO DE CONFECCOES LTDA. EPP;**.*21.552/0001-**; RS;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-06-14;100000,0;5,5;36;LIQUIDADA
EDEGAR ZOLET TRANSPORTADORA LTDA;**.*83.062/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-07-13;152000,0;10,0;57;LIQUIDADA
RODOFROTA TRANSPORTES RODOVIARIOS E LOGISTICA LTDA;**.*77.334/0001-**; RS;GRANDE;PRIVADA;COMERCIO E SERVICOS;2022-10-31;1110000,0;3,1;45;ATIVA
CENTRO NORTE DISTRIBUIDORA EIRELI - EPP;**.*12.589/0001-**; AC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2013-05-16;385000,0;5,5;36;LIQUIDADA
JSL S.A.;**.*48.435/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2010-03-15;256000,0;4,5;90;LIQUIDADA
DELFT SERVICOS LTDA;**.*06.130/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2014-07-24;90000,0;4,5;54;LIQUIDADA
ARFRAN INDUSTRIA E COMERCIO DE MAQUINAS LTDA;**.*74.348/0001-**; SP;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2013-07-08;35505,0;3,0;54;LIQUIDADA
MF EXPRESS TRANSPORTES LTDA ME;**.*35.092/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-07-11;33000,0;2,31;57;LIQUIDADA
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;**.*16.560/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2009-02-05;7000,0;1,0;60;LIQUIDADA
COMERCIAL HORTIFRUTIGRANJEIROS COLOMBENSE LTDA.;**.*67.675/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-05-20;187000,0;7,0;57;LIQUIDADA
ALFA HOME CONSTRUTORA LTDA;**.*81.857/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2020-02-06;478000,0;4,46;54;LIQUIDADA
COOPERCARNE COOPERATIVA DOS COMERCIANTES DE CARNE;**.*75.887/0001-**; GO;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2013-05-27;119000,0;3,0;110;LIQUIDADA
CENTRO CLINICO ANGIOVASCULAR LTDA.;**.*61.380/0001-**; DF;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2020-12-03;70000,0;6,75;36;LIQUIDADA
PRETECH FUNDACOES LTDA;**.*67.955/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-09-06;135000,0;8,0;45;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2005-06-20;1500,0;8,75;36;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-06-25;4000,0;8,75;12;LIQUIDADA
51.888.177 ADRIANO MACHADO;**.*88.177/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2026-05-04;35000,0;22,03;36;ATIVA
ROGERIO R. DA CRUZ & CIA LTDA;**.*65.888/0001-**; PR;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2023-12-12;200000,0;22,98;36;ATIVA
TRANS KOTHE TRANSPORTES RODOVIARIOS S/A;**.*52.564/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2010-05-18;752000,0;7,0;57;LIQUIDADA
BANCO DO ESTADO DO RIO GRANDE DO SUL SA;**.*02.067/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2010-05-06;29500,0;2,0;60;LIQUIDADA
VENUS TURISTICA LTDA;**.*68.329/0001-**; RJ;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2006-04-19;230000,0;3,0;30;LIQUIDADA
ME MULTI SHOES EIRELI;**.*43.113/0001-**; BA;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2020-03-04;100000,0;8,34;30;LIQUIDADA
CASA DE CARNE AC LTDA;**.*57.152/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2017-12-22;150000,0;10,0;30;LIQUIDADA
MALYS & MICHELS LTDA;**.*17.227/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2026-01-27;70000,0;21,63;60;ATIVA
BANCO COOPERATIVO SICREDI S.A.;**.*81.521/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2005-12-12;18000,0;3,0;60;LIQUIDADA
VERTICAL COMERCIO E SERVICOS PARA CONSTRUCAO LTDA;**.*94.179/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2022-10-06;10000,0;2,75;54;ATIVA
PARAISO ENTREPOSTO DE CARNES LTDA.;**.*47.639/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2012-08-06;100000,0;5,5;57;LIQUIDADA
ARTUR ALVES GOMES DA SILVA;**.*71.252/0001-**; SE;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-12-30;350476,0;4,0;57;LIQUIDADA
FARLUX AUTOMACAO ELETROMECANICA LTDA;**.*18.312/0001-**; PR;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2026-05-04;30000,0;3,38;60;ATIVA
COOPERATIVA DE DESENVOLVIMENTO SOCIAL ENTRE RIOS LTDA;**.*15.935/0001-**; RS;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2009-12-09;100000,0;7,0;57;LIQUIDADA
INDUSTRIA DE LATICINIOS SARANDI LTDA;**.*10.088/0001-**; RS;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2020-07-02;162000,0;12,63;57;LIQUIDADA
JJJ ASSOCIACAO MEDICA LTDA;**.*67.797/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2025-05-29;4000,0;15,71;48;ATIVA
JUNDIA TRANSPORTADORA TURISTICA LTDA;**.*58.412/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2008-04-28;144000,0;6,9;57;LIQUIDADA
RODOMASTER LTDA - EPP;**.*62.516/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2013-07-22;151000,0;3,0;54;LIQUIDADA
TRIGOLOG TRANSPORTES LTDA;**.*01.002/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2016-08-19;94400,0;4,6;57;LIQUIDADA
OCEANICA EMPRESA DE APOIO A NAVEGACAO LTDA;**.*42.714/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2017-09-18;6000000,0;3,5;54;LIQUIDADA
CLEANTIME - SOLUCOES EM HIGIENE E LIMPEZA LTDA;**.*81.539/0001-**; MG;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2025-05-27;140000,0;5,9;33;ATIVA
TRANSDIANA EMPRESA DE TRANSPORTES LTDA;**.*90.465/0001-**; RS;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2017-02-13;152000,0;5,4;33;LIQUIDADA
TRANSGENE - TRANSPORTES RODOVIARIOS LTDA;**.*16.784/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-07-28;320000,0;4,5;54;LIQUIDADA
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S/A;**.*45.829/0001-**; ES;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2002-03-12;12270,0;4,0;84;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; MG;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2006-03-10;60000,0;8,75;48;LIQUIDADA
TIGRE S.A. PARTICIPACOES;**.*84.455/0001-**; SC;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2010-01-18;156000,0;4,5;48;LIQUIDADA
HOBI S/A - MINERACAO DE AREIA E CONCRETO;**.*39.791/0001-**; PR;MÉDIA;PRIVADA;INDUSTRIA EXTRATIVA;2011-10-06;86160,0;3,9;54;LIQUIDADA
